Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Geslacht,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Mannen,3396,70506,0.0481661
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Vrouwen,3664,64800,0.0565432
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Zuid-EU15,Mannen,1846,35354,0.0522147
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Zuid-EU15,Vrouwen,1504,29388,0.0511774
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Mannen,6072,74388,0.0816261
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Vrouwen,4546,62971,0.072192
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,28950,1219695,0.0237354
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,26631,1122520,0.0237243
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Mannen,6625,156725,0.0422715
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Vrouwen,6592,138358,0.0476445
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU13                                              ,Mannen,1709,47744,0.0357951
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU13                                              ,Vrouwen,1981,41033,0.0482782
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Mannen,2069,22511,0.0919106
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Vrouwen,2023,22246,0.0909377
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Mannen,15350,181810,0.0844288
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Vrouwen,12026,139986,0.0859086
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Turkije en Maghreb                                ,Mannen,7209,84911,0.0849007
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Turkije en Maghreb                                ,Vrouwen,5457,54769,0.0996367
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Mannen,3167,72123,0.0439111
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Vrouwen,3244,66683,0.0486481
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Zuid-EU15,Mannen,1749,36858,0.0474524
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Zuid-EU15,Vrouwen,1367,30642,0.044612
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,69,3174,0.0217391
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,112,2813,0.0398151
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,86,3110,0.0276527
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,127,2778,0.0457163
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Vrouwen,14,99,0.141414
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,67,3014,0.0222296
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,97,2767,0.035056
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Mannen,15,146,0.10274
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Vrouwen,13,109,0.119266
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,70,2956,0.0236806
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,95,2705,0.0351201
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Mannen,12,146,0.0821918
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Vrouwen,12,112,0.107143
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Andere landen                                     ,Mannen,10,66,0.151515
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,85,2891,0.0294016
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,91,2665,0.0341463
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Mannen,10,192,0.0520833
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Vrouwen,13,191,0.0680628
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Mannen,23,169,0.136095
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Vrouwen,18,125,0.144
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,West- en Noord-EU15,Vrouwen,11,113,0.0973451
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,86,2873,0.0299339
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,101,2602,0.0388163
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Vrouwen,15,192,0.078125
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Mannen,20,166,0.120482
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Vrouwen,16,132,0.121212
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Turkije en Maghreb                                ,Mannen,10,62,0.16129
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Vrouwen,12,115,0.104348
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,87,2853,0.0304942
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,99,2577,0.0384168
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Vrouwen,10,203,0.0492611
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Mannen,18,189,0.0952381
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Vrouwen,20,160,0.125
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Mannen,11,84,0.130952
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,81,2786,0.0290739
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,84,2554,0.0328896
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Mannen,12,227,0.0528634
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Vrouwen,12,217,0.0552995
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Mannen,23,204,0.112745
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Vrouwen,23,179,0.128492
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Vrouwen,10,128,0.078125
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,86,2820,0.0304965
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,92,2532,0.0363349
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,14,210,0.0666667
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Vrouwen,20,185,0.108108
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Vrouwen,13,92,0.141304
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,70,2787,0.0251166
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,73,2489,0.029329
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Vrouwen,10,237,0.0421941
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Mannen,14,245,0.0571429
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Vrouwen,27,202,0.133663
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Turkije en Maghreb                                ,Vrouwen,10,68,0.147059
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,48,2747,0.0174736
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,62,2500,0.0248
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Vrouwen,13,252,0.0515873
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Mannen,12,292,0.0410959
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Vrouwen,19,228,0.0833333
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,58,2718,0.0213392
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,58,2482,0.0233683
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Vrouwen,12,259,0.046332
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Mannen,16,343,0.0466472
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Vrouwen,18,263,0.0684411
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Andere landen                                     ,Mannen,1051,8194,0.128265
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Andere landen                                     ,Vrouwen,645,5437,0.118632
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,4126,71935,0.0573573
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,4087,62010,0.0659087
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Mannen,845,11277,0.0749313
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Vrouwen,820,8825,0.0929178
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU13                                              ,Mannen,87,2367,0.0367554
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU13                                              ,Vrouwen,141,1891,0.0745637
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Europa niet-EU                                    ,Mannen,420,2827,0.148567
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Europa niet-EU                                    ,Vrouwen,262,2201,0.119037
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Mannen,4380,25999,0.168468
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Vrouwen,2568,14957,0.171692
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Turkije en Maghreb                                ,Mannen,2909,14978,0.194218
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Turkije en Maghreb                                ,Vrouwen,1661,7319,0.226944
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Mannen,512,6583,0.0777761
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Vrouwen,518,5272,0.0982549
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Zuid-EU15,Mannen,246,2327,0.105716
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Zuid-EU15,Vrouwen,161,1662,0.0968712
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Andere landen                                     ,Mannen,1422,8886,0.160027
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Andere landen                                     ,Vrouwen,877,5933,0.147817
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,5040,70685,0.0713023
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,4596,61406,0.0748461
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Mannen,1236,11741,0.105272
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Vrouwen,1024,10044,0.101951
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU13                                              ,Mannen,124,2596,0.0477658
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU13                                              ,Vrouwen,165,2855,0.0577933
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Europa niet-EU                                    ,Mannen,548,3017,0.181637
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Europa niet-EU                                    ,Vrouwen,386,2389,0.161574
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Mannen,5440,27358,0.198845
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Vrouwen,3178,16060,0.197883
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Turkije en Maghreb                                ,Mannen,3470,15455,0.224523
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Turkije en Maghreb                                ,Vrouwen,1915,7738,0.24748
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Mannen,718,6708,0.107036
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Vrouwen,649,5441,0.11928
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Zuid-EU15,Mannen,394,2437,0.161674
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Zuid-EU15,Vrouwen,210,1748,0.120137
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Andere landen                                     ,Mannen,1479,9794,0.151011
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Andere landen                                     ,Vrouwen,962,6506,0.147864
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,4614,69476,0.0664114
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,4356,60693,0.071771
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Mannen,1275,12530,0.101756
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Vrouwen,1051,11377,0.0923794
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU13                                              ,Mannen,168,3022,0.0555923
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU13                                              ,Vrouwen,189,3855,0.0490272
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Europa niet-EU                                    ,Mannen,558,3350,0.166567
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Europa niet-EU                                    ,Vrouwen,437,2732,0.159956
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Mannen,5271,29443,0.179024
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Vrouwen,3347,17532,0.190908
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Turkije en Maghreb                                ,Mannen,3234,16299,0.198417
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Turkije en Maghreb                                ,Vrouwen,1948,8294,0.234869
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Mannen,747,6949,0.107497
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Vrouwen,663,5669,0.116952
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Zuid-EU15,Mannen,360,2559,0.14068
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Zuid-EU15,Vrouwen,199,1853,0.107393
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Andere landen                                     ,Mannen,1595,10889,0.146478
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Andere landen                                     ,Vrouwen,1078,7087,0.152109
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,4274,67937,0.0629112
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,4005,59604,0.0671935
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Mannen,1340,13377,0.100172
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Vrouwen,1082,12283,0.0880892
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU13                                              ,Mannen,204,3528,0.0578231
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU13                                              ,Vrouwen,194,4447,0.0436249
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Europa niet-EU                                    ,Mannen,602,3610,0.166759
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Europa niet-EU                                    ,Vrouwen,488,2995,0.162938
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Mannen,5336,31380,0.170045
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Vrouwen,3665,18817,0.194771
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Turkije en Maghreb                                ,Mannen,3139,16881,0.185949
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Turkije en Maghreb                                ,Vrouwen,2099,8735,0.240298
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Mannen,740,7131,0.103772
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Vrouwen,672,5886,0.114169
