Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal zeer langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Borsbeek,11007,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,56,183,30.60109
Borsbeek,11007,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,96,210,45.71429
Borsbeek,11007,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,21,68,30.88235
Borsbeek,11007,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,68,169,40.23669
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,204,875,23.31429
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,8,63,12.69841
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,10,84,11.90476
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,224,910,24.61538
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,11,71,15.49296
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,17,104,16.34615
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,234,839,27.89035
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,17,74,22.97297
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,20,106,18.86792
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,230,832,27.64423
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,13,66,19.69697
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,21,105,20.0
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,226,859,26.30966
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,11,75,14.66667
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,24,119,20.16807
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,248,923,26.86891
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,15,89,16.85393
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,31,146,21.23288
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,286,933,30.6538
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,19,99,19.19192
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,36,167,21.55689
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,299,905,33.03867
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,22,101,21.78218
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,42,171,24.5614
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,283,868,32.60369
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,24,95,25.26316
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,44,171,25.73099
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,287,815,35.21472
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,27,93,29.03226
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,53,184,28.80435
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,284,744,38.17204
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,27,95,28.42105
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,65,201,32.33831
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,281,746,37.66756
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,28,102,27.45098
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,65,206,31.5534
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,275,672,40.92262
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,27,82,32.92683
Brasschaat,11008,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,74,190,38.94737
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,173,696,24.85632
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,11,58,18.96552
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,7,38,18.42105
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,204,742,27.49326
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,18,70,25.71429
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,10,51,19.60784
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,219,718,30.50139
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,18,67,26.86567
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,9,60,15.0
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,209,660,31.66667
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,23,67,34.32836
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,12,61,19.67213
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,222,744,29.83871
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,20,70,28.57143
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,14,56,25.0
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,248,766,32.37598
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,20,75,26.66667
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,16,59,27.11864
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,270,745,36.24161
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,25,76,32.89474
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,16,64,25.0
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,265,725,36.55172
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,27,72,37.5
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,23,70,32.85714
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,245,711,34.45851
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,24,77,31.16883
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,26,74,35.13514
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,240,662,36.25378
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,22,72,30.55556
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,27,72,37.5
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,249,634,39.27445
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,20,63,31.74603
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,25,67,37.31343
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,240,613,39.15171
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,25,67,37.31343
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,27,85,31.76471
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,221,533,41.46341
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,28,64,43.75
Brecht,11009,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,19,74,25.67568
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,122,475,25.68421
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,3,32,9.375
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,11,74,14.86486
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,122,477,25.57652
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,7,36,19.44444
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,17,90,18.88889
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,130,438,29.68037
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,11,39,28.20513
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,20,104,19.23077
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,131,423,30.96927
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,12,44,27.27273
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,18,122,14.7541
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,129,451,28.6031
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,12,57,21.05263
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,22,130,16.92308
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,143,482,29.66805
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,15,60,25.0
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,27,145,18.62069
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,152,461,32.9718
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,15,52,28.84615
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,32,164,19.5122
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,153,455,33.62637
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,15,52,28.84615
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,45,177,25.42373
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,154,446,34.52915
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,15,55,27.27273
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,52,183,28.4153
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,153,415,36.86747
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,19,64,29.6875
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,65,179,36.31285
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,139,380,36.57895
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,19,59,32.20339
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,61,181,33.70166
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,147,407,36.11794
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,13,50,26.0
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,64,196,32.65306
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,142,340,41.76471
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,14,47,29.78723
Edegem,11013,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,67,177,37.85311
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,88,314,28.02548
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,19,89,21.34831
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,6,52,11.53846
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,97,341,28.44575
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,17,99,17.17172
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,5,56,8.92857
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,106,348,30.45977
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,20,112,17.85714
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,8,59,13.55932
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,99,334,29.64072
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,24,119,20.16807
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,10,64,15.625
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,114,344,33.13953
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,30,137,21.89781
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,14,80,17.5
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,114,366,31.14754
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,44,150,29.33333
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,14,76,18.42105
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,124,374,33.15508
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,41,145,28.27586
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,15,89,16.85393
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,132,347,38.04035
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,46,147,31.29252
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,20,87,22.98851
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,117,343,34.11079
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,45,149,30.20134
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,23,92,25.0
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,109,322,33.85093
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,47,149,31.54362
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,27,87,31.03448
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,116,300,38.66667
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,50,131,38.16794
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,27,88,30.68182
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,110,291,37.80069
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,50,136,36.76471
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,25,86,29.06977
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,100,249,40.16064
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,53,129,41.08527
Essen,11016,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,27,74,36.48649
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,62,273,22.71062
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,2,12,16.66667
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,8,55,14.54545
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,59,293,20.13652
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,3,14,21.42857
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,12,82,14.63415
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,60,270,22.22222
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,5,17,29.41176
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,16,84,19.04762
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,60,261,22.98851
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,5,17,29.41176
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,17,82,20.73171
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,58,295,19.66102
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,3,17,17.64706
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,19,90,21.11111
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,81,309,26.21359
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,3,19,15.78947
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,20,98,20.40816
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,93,305,30.4918
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,3,21,14.28571
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,25,98,25.5102
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,94,300,31.33333
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,3,22,13.63636
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,31,100,31.0
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,94,268,35.07463
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,7,27,25.92593
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,29,103,28.15534
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,88,252,34.92063
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,5,20,25.0
Hemiksem,11018,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,26,94,27.65957
