Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Sector,Aantal loontrekkenden,Totaal aantal loontrekkenden,Procent
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2014,Zuid-EU15,Secundair,9368,41854,0.223826
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2014,Zuid-EU15,Tertiair,22493,41854,0.537416
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Primair,647,66283,0.00976118
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Quartair,20143,66283,0.303894
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Secundair,7889,66283,0.11902
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Tertiair,37604,66283,0.567325
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,5199,1897646,0.00273971
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,731319,1897646,0.385382
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,395630,1897646,0.208485
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,765498,1897646,0.403393
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Primair,2112,173587,0.0121668
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Quartair,42668,173587,0.245802
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Secundair,35840,173587,0.206467
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Tertiair,92967,173587,0.535564
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,EU13                                              ,Primair,1449,41589,0.0348409
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,EU13                                              ,Quartair,6720,41589,0.161581
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,EU13                                              ,Secundair,9762,41589,0.234726
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,EU13                                              ,Tertiair,23658,41589,0.568852
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Europa niet-EU                                    ,Primair,114,24793,0.00459807
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Europa niet-EU                                    ,Quartair,6510,24793,0.262574
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Europa niet-EU                                    ,Secundair,4383,24793,0.176784
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Europa niet-EU                                    ,Tertiair,13786,24793,0.556044
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Primair,1344,170997,0.00785979
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Quartair,44368,170997,0.259467
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Secundair,31778,170997,0.18584
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Tertiair,93507,170997,0.546834
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Turkije en Maghreb                                ,Primair,583,79921,0.0072947
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Turkije en Maghreb                                ,Quartair,17715,79921,0.221656
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Turkije en Maghreb                                ,Secundair,19506,79921,0.244066
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Turkije en Maghreb                                ,Tertiair,42117,79921,0.526983
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,West- en Noord-EU15,Primair,326,88222,0.00369522
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,West- en Noord-EU15,Quartair,25737,88222,0.29173
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,West- en Noord-EU15,Secundair,16762,88222,0.189998
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,West- en Noord-EU15,Tertiair,45397,88222,0.514577
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Zuid-EU15,Primair,337,43776,0.00769828
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Zuid-EU15,Quartair,10211,43776,0.233256
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Zuid-EU15,Secundair,9316,43776,0.212811
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2015,Zuid-EU15,Tertiair,23912,43776,0.546235
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Primair,695,71386,0.0097358
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Quartair,21183,71386,0.296739
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Secundair,8456,71386,0.118455
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Tertiair,41052,71386,0.575071
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,5143,1892579,0.00271746
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,731511,1892579,0.386515
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,388300,1892579,0.20517
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,767625,1892579,0.405597
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Primair,2174,182733,0.0118971
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Quartair,43998,182733,0.240778
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Secundair,36543,182733,0.19998
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Tertiair,100018,182733,0.547345
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Primair,1509,46305,0.0325883
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Quartair,6373,46305,0.137631
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Secundair,10578,46305,0.228442
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Tertiair,27845,46305,0.601339
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Europa niet-EU                                    ,Primair,120,26232,0.00457457
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Europa niet-EU                                    ,Quartair,6651,26232,0.253545
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Europa niet-EU                                    ,Secundair,4536,26232,0.172919
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Europa niet-EU                                    ,Tertiair,14925,26232,0.568962
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Primair,1405,181640,0.00773508
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Quartair,46508,181640,0.256045
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Secundair,32574,181640,0.179333
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Tertiair,101153,181640,0.556887
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Turkije en Maghreb                                ,Primair,590,84022,0.00702197
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Turkije en Maghreb                                ,Quartair,18674,84022,0.222251
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Turkije en Maghreb                                ,Secundair,19582,84022,0.233058
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Turkije en Maghreb                                ,Tertiair,45176,84022,0.537669
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,West- en Noord-EU15,Primair,345,91280,0.00377958
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,West- en Noord-EU15,Quartair,26793,91280,0.293525
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,West- en Noord-EU15,Secundair,17015,91280,0.186404
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,West- en Noord-EU15,Tertiair,47127,91280,0.516291
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Zuid-EU15,Primair,320,45148,0.0070878
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Zuid-EU15,Quartair,10832,45148,0.239922
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Zuid-EU15,Secundair,8950,45148,0.198237
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2016,Zuid-EU15,Tertiair,25046,45148,0.554753
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Primair,729,78608,0.00927387
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Quartair,23636,78608,0.300682
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Secundair,9204,78608,0.117087
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Tertiair,45039,78608,0.572957
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,5099,1894172,0.00269194
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,735000,1894172,0.388032
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,385992,1894172,0.203779
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,768081,1894172,0.405497
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Primair,2248,192923,0.0116523
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Quartair,46168,192923,0.239308
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Secundair,38296,192923,0.198504
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Tertiair,106211,192923,0.550536
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Primair,1606,50934,0.031531
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Quartair,6827,50934,0.134036
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Secundair,11611,50934,0.227962
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Tertiair,30890,50934,0.606471
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Europa niet-EU                                    ,Primair,132,28150,0.00468917
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Europa niet-EU                                    ,Quartair,7140,28150,0.253641
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Europa niet-EU                                    ,Secundair,4816,28150,0.171083
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Europa niet-EU                                    ,Tertiair,16062,28150,0.570586
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Primair,1355,196520,0.00689497
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Quartair,51065,196520,0.259846
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Secundair,34372,196520,0.174903
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Tertiair,109728,196520,0.558355
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Turkije en Maghreb                                ,Primair,494,89762,0.00550344
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Turkije en Maghreb                                ,Quartair,20289,89762,0.226031
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Turkije en Maghreb                                ,Secundair,20352,89762,0.226733
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Turkije en Maghreb                                ,Tertiair,48627,89762,0.541733
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,West- en Noord-EU15,Primair,322,94665,0.00340147
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,West- en Noord-EU15,Quartair,27961,94665,0.295368
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,West- en Noord-EU15,Secundair,17452,94665,0.184355
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,West- en Noord-EU15,Tertiair,48930,94665,0.516875
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Zuid-EU15,Primair,320,47324,0.0067619
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Zuid-EU15,Quartair,11380,47324,0.24047
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Zuid-EU15,Secundair,9233,47324,0.195102
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2017,Zuid-EU15,Tertiair,26391,47324,0.557666
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Primair,719,87123,0.0082527
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Quartair,25520,87123,0.292919
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Secundair,10305,87123,0.118281
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Tertiair,50579,87123,0.580547
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,5156,1897242,0.00271763
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,734151,1897242,0.386957
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,385149,1897242,0.203005
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,772786,1897242,0.407321
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Primair,2386,204801,0.0116503
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Quartair,47813,204801,0.233461
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Secundair,40692,204801,0.19869
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Tertiair,113910,204801,0.556198
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Primair,1747,56498,0.0309214
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Quartair,7167,56498,0.126854
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Secundair,13127,56498,0.232345
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Tertiair,34457,56498,0.60988
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Europa niet-EU                                    ,Primair,124,30126,0.00411605
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Europa niet-EU                                    ,Quartair,7340,30126,0.243643
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Europa niet-EU                                    ,Secundair,5287,30126,0.175496
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Europa niet-EU                                    ,Tertiair,17375,30126,0.576744
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Niet-EU,Primair,1357,212968,0.00637185
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Niet-EU,Quartair,54178,212968,0.254395
Vlaams Gewest,2000,/,"Loontrekkenden, naar sector, naar herkomst",2018,Niet-EU,Secundair,37317,212968,0.175224
