Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,356,832,42.78846
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,22,66,33.33333
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,40,105,38.09524
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,358,859,41.67637
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,25,75,33.33333
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,49,119,41.17647
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,410,923,44.42037
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,30,89,33.70787
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,62,146,42.46575
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,453,933,48.55305
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,35,99,35.35354
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,70,167,41.91617
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,442,905,48.83978
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,44,101,43.56436
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,84,171,49.12281
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,433,868,49.88479
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,42,95,44.21053
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,81,171,47.36842
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,423,815,51.90184
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,43,93,46.23656
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,95,184,51.63043
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,403,744,54.16667
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,45,95,47.36842
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,105,201,52.23881
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,393,746,52.68097
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,47,102,46.07843
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,114,206,55.33981
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,400,672,59.52381
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,46,82,56.09756
Brasschaat,11008,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,109,190,57.36842
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,289,696,41.52299
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,23,58,39.65517
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,16,38,42.10526
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,340,742,45.8221
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,26,70,37.14286
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,18,51,35.29412
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,328,718,45.68245
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,30,67,44.77612
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,22,60,36.66667
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,310,660,46.9697
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,35,67,52.23881
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,24,61,39.34426
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,333,744,44.75806
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,28,70,40.0
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,26,56,46.42857
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,370,766,48.30287
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,37,75,49.33333
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,30,59,50.84746
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,386,745,51.81208
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,42,76,55.26316
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,29,64,45.3125
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,367,725,50.62069
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,39,72,54.16667
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,38,70,54.28571
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,356,711,50.07032
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,39,77,50.64935
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,39,74,52.7027
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,360,662,54.38066
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,36,72,50.0
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,42,72,58.33333
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,352,634,55.5205
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,32,63,50.79365
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,37,67,55.22388
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,339,613,55.30179
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,35,67,52.23881
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,42,85,49.41176
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,310,533,58.16135
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,37,64,57.8125
Brecht,11009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,37,74,50.0
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,188,475,39.57895
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,10,32,31.25
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,25,74,33.78378
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,201,477,42.13836
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,17,36,47.22222
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,38,90,42.22222
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,200,438,45.6621
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,15,39,38.46154
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,40,104,38.46154
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,192,423,45.39007
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,19,44,43.18182
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,42,122,34.42623
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,197,451,43.68071
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,23,57,40.35088
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,47,130,36.15385
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,215,482,44.60581
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,30,60,50.0
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,57,145,39.31034
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,221,461,47.93926
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,23,52,44.23077
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,74,164,45.12195
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,217,455,47.69231
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,23,52,44.23077
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,89,177,50.28249
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,225,446,50.44843
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,24,55,43.63636
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,91,183,49.72678
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,214,415,51.56627
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,33,64,51.5625
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,103,179,57.5419
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,195,380,51.31579
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,26,59,44.0678
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,96,181,53.03867
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,209,407,51.35135
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,23,50,46.0
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,102,196,52.04082
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,210,340,61.76471
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,24,47,51.06383
Edegem,11013,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,108,177,61.01695
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,126,314,40.12739
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,28,89,31.46067
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,17,52,32.69231
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,161,341,47.21408
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,35,99,35.35354
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,16,56,28.57143
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,151,348,43.3908
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,47,112,41.96429
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,20,59,33.89831
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,158,334,47.30539
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,47,119,39.4958
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,21,64,32.8125
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,163,344,47.38372
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,60,137,43.79562
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,30,80,37.5
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,172,366,46.99454
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,68,150,45.33333
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,31,76,40.78947
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,193,374,51.60428
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,70,145,48.27586
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,33,89,37.07865
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,183,347,52.73775
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,73,147,49.65986
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,43,87,49.42529
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,169,343,49.27114
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,70,149,46.97987
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,42,92,45.65217
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,171,322,53.10559
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,75,149,50.33557
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,43,87,49.42529
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,166,300,55.33333
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,72,131,54.96183
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,38,88,43.18182
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,154,291,52.92096
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,71,136,52.20588
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,44,86,51.16279
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,140,249,56.2249
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,79,129,61.24031
Essen,11016,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,39,74,52.7027
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,98,273,35.89744
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,3,12,25.0
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,18,55,32.72727
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,115,293,39.24915
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,6,14,42.85714
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,32,82,39.02439
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,116,270,42.96296
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,8,17,47.05882
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,35,84,41.66667
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,105,261,40.22989
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,8,17,47.05882
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,33,82,40.2439
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,114,295,38.64407
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,4,17,23.52941
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,39,90,43.33333
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,144,309,46.60194
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,8,19,42.10526
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,43,98,43.87755
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,141,305,46.22951
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,6,21,28.57143
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,48,98,48.97959
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,154,300,51.33333
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,8,22,36.36364
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,51,100,51.0
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,134,268,50.0
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,11,27,40.74074
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,50,103,48.54369
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,128,252,50.79365
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,10,20,50.0
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,48,94,51.06383
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,113,226,50.0
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,9,26,34.61538
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,47,102,46.07843
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,121,252,48.01587
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,10,38,26.31579
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,55,116,47.41379
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,123,211,58.29384
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,18,32,56.25
Hemiksem,11018,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,69,117,58.97436
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,63,178,35.39326
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,3,8,37.5
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,6,15,40.0
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,75,183,40.98361
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,4,7,57.14286
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,5,19,26.31579
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,80,171,46.78363
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,4,9,44.44444
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,8,23,34.78261
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,69,158,43.67089
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,3,8,37.5
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,10,21,47.61905
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,65,154,42.20779
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,4,11,36.36364
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,10,24,41.66667
Hove,11021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,72,159,45.28302
