Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Leeftijd,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Zuid-EU15,25-49 jaar,2757,38753,0.0711429
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Zuid-EU15,50-64 jaar,1302,11832,0.110041
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Andere landen                                     ,15-24 jaar,904,8814,0.102564
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Andere landen                                     ,25-49 jaar,8504,73806,0.115221
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Andere landen                                     ,50-64 jaar,2376,14674,0.161919
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,15-24 jaar,8123,160958,0.0504666
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,25-49 jaar,40980,1423622,0.0287857
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,50-64 jaar,38066,782698,0.0486343
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,15-24 jaar,1570,22057,0.0711792
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,25-49 jaar,10644,169750,0.062704
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,50-64 jaar,4671,51210,0.0912127
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU13                                              ,15-24 jaar,330,5134,0.0642774
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU13                                              ,25-49 jaar,2659,47979,0.0554201
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU13                                              ,50-64 jaar,687,8066,0.0851723
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Europa niet-EU                                    ,15-24 jaar,505,3476,0.145282
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Europa niet-EU                                    ,25-49 jaar,3517,25375,0.138601
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Europa niet-EU                                    ,50-64 jaar,1318,6644,0.198374
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,15-24 jaar,3143,24999,0.125725
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,25-49 jaar,24089,188362,0.127887
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,50-64 jaar,6801,34010,0.199971
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,15-24 jaar,1734,12709,0.136439
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,25-49 jaar,12068,89181,0.13532
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,50-64 jaar,3107,12692,0.2448
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,15-24 jaar,815,11612,0.070186
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,25-49 jaar,5372,81650,0.065793
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,50-64 jaar,2723,30956,0.0879636
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Zuid-EU15,15-24 jaar,425,5311,0.0800226
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Zuid-EU15,25-49 jaar,2613,40121,0.065128
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Zuid-EU15,50-64 jaar,1261,12188,0.103462
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,15-24 jaar,879,9821,0.0895021
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,25-49 jaar,8370,79424,0.105384
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,50-64 jaar,2529,16443,0.153804
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,15-24 jaar,6692,155030,0.0431658
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,25-49 jaar,36360,1405366,0.0258723
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,50-64 jaar,36382,803074,0.0453034
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,15-24 jaar,1419,22309,0.0636066
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,25-49 jaar,10295,178030,0.0578273
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,50-64 jaar,4726,54678,0.0864333
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU13                                              ,15-24 jaar,340,5447,0.0624197
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU13                                              ,25-49 jaar,2835,52846,0.0536464
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU13                                              ,50-64 jaar,744,8949,0.0831378
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Europa niet-EU                                    ,15-24 jaar,470,3408,0.137911
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Europa niet-EU                                    ,25-49 jaar,3384,26901,0.125795
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Europa niet-EU                                    ,50-64 jaar,1323,7327,0.180565
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,15-24 jaar,2901,26338,0.110145
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,25-49 jaar,23084,199484,0.115719
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,50-64 jaar,7061,38074,0.185455
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,15-24 jaar,1552,13109,0.118392
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,25-49 jaar,11330,93159,0.12162
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,50-64 jaar,3209,14304,0.224343
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,West- en Noord-EU15,15-24 jaar,704,11507,0.0611802
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,West- en Noord-EU15,25-49 jaar,5056,83590,0.0604857
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,West- en Noord-EU15,50-64 jaar,2755,32743,0.0841401
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Zuid-EU15,15-24 jaar,375,5355,0.070028
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Zuid-EU15,25-49 jaar,2404,41594,0.0577968
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Zuid-EU15,50-64 jaar,1227,12986,0.0944864
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,15-24 jaar,808,10497,0.0769744
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,25-49 jaar,8110,86220,0.0940617
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,50-64 jaar,2706,18425,0.146866
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,15-24 jaar,5361,147454,0.0363571
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,25-49 jaar,31316,1390628,0.0225193
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,50-64 jaar,34010,821732,0.0413882
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,15-24 jaar,1200,22585,0.0531326
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,25-49 jaar,9486,186439,0.0508799
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,50-64 jaar,4614,58934,0.078291
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU13                                              ,15-24 jaar,348,5851,0.059477
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU13                                              ,25-49 jaar,2810,57933,0.0485043
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU13                                              ,50-64 jaar,744,10227,0.0727486
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Europa niet-EU                                    ,15-24 jaar,413,3498,0.118067
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Europa niet-EU                                    ,25-49 jaar,3196,28359,0.112698
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Europa niet-EU                                    ,50-64 jaar,1421,8073,0.176019
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,15-24 jaar,2608,27133,0.0961191
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,25-49 jaar,21764,211927,0.102696
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,50-64 jaar,7387,42547,0.17362
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,15-24 jaar,1387,13138,0.105572
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,25-49 jaar,10458,97348,0.107429
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,50-64 jaar,3260,16049,0.203128
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,15-24 jaar,540,11468,0.0470875
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,25-49 jaar,4498,85519,0.0525965
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,50-64 jaar,2670,34688,0.0769719
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,15-24 jaar,312,5266,0.059248
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,25-49 jaar,2178,42987,0.0506665
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,50-64 jaar,1200,14019,0.0855981
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,15-24 jaar,606,11629,0.0521111
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,25-49 jaar,7141,93474,0.0763956
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,50-64 jaar,2741,20614,0.132968
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,15-24 jaar,4329,144392,0.0299809
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,25-49 jaar,26347,1374786,0.0191644
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,50-64 jaar,30932,830412,0.037249
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,15-24 jaar,1099,23670,0.0464301
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,25-49 jaar,8551,194238,0.0440233
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,50-64 jaar,4555,63229,0.0720397
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU13                                              ,15-24 jaar,293,6519,0.0449455
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU13                                              ,25-49 jaar,2717,62627,0.0433838
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU13                                              ,50-64 jaar,785,11943,0.0657289
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Europa niet-EU                                    ,15-24 jaar,331,3709,0.0892424
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Europa niet-EU                                    ,25-49 jaar,2663,29688,0.0896995
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Europa niet-EU                                    ,50-64 jaar,1405,8818,0.159333
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,15-24 jaar,2193,29268,0.0749282
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,25-49 jaar,18751,223886,0.0837524
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,50-64 jaar,7309,47430,0.154101
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,15-24 jaar,1256,13930,0.0901651
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,25-49 jaar,8947,100724,0.0888269
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,50-64 jaar,3163,17998,0.175742
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,15-24 jaar,514,11674,0.0440295
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,25-49 jaar,3929,87246,0.0450336
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,50-64 jaar,2617,36386,0.0719233
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,15-24 jaar,292,5477,0.0533139
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,25-49 jaar,1905,44365,0.0429393
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Zuid-EU15,50-64 jaar,1153,14900,0.0773826
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,15-24 jaar,682,12573,0.0542432
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,25-49 jaar,7163,101883,0.0703061
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Andere landen                                     ,50-64 jaar,2773,22903,0.121076
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,15-24 jaar,3967,140868,0.0281611
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,25-49 jaar,23426,1356595,0.0172682
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,50-64 jaar,28188,844752,0.0333684
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,15-24 jaar,1072,24865,0.0431128
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,25-49 jaar,7853,202620,0.0387573
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,50-64 jaar,4292,67598,0.063493
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU13                                              ,15-24 jaar,316,7204,0.0438645
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU13                                              ,25-49 jaar,2582,67831,0.0380652
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU13                                              ,50-64 jaar,792,13742,0.0576335
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Europa niet-EU                                    ,15-24 jaar,314,3919,0.0801225
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Europa niet-EU                                    ,25-49 jaar,2396,31210,0.0767703
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Europa niet-EU                                    ,50-64 jaar,1382,9628,0.14354
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,15-24 jaar,2182,30983,0.0704257
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,25-49 jaar,17971,237903,0.0755392
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,50-64 jaar,7223,52910,0.136515
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,15-24 jaar,1186,14491,0.0818439
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,25-49 jaar,8412,104810,0.0802595
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,50-64 jaar,3068,20379,0.150547
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,West- en Noord-EU15,15-24 jaar,457,11947,0.0382523
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,West- en Noord-EU15,25-49 jaar,3495,88818,0.0393501
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,West- en Noord-EU15,50-64 jaar,2459,38041,0.0646408
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,15-24 jaar,299,5714,0.0523276
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,25-49 jaar,1776,45971,0.0386331
Vlaams Gewest,2000,/,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Zuid-EU15,50-64 jaar,1041,15815,0.0658236
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,15-24 jaar,14,429,0.032634
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,25-49 jaar,73,3755,0.0194407
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,50-64 jaar,94,1803,0.0521353
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,25-49 jaar,11,156,0.0705128
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,15-24 jaar,16,386,0.0414508
Aartselaar,11001,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,25-49 jaar,96,3681,0.0260799
