Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Geslacht,Aantal meerderjarige nieuwkomers naar geslacht,Aantal meerderjarige nieuwkomers,Procent
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,12,41,0.292683
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,44,58,0.758621
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,14,58,0.241379
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,36,46,0.782609
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,10,46,0.217391
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,28,40,0.7
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,12,40,0.3
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,17,34,0.5
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,17,34,0.5
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,8,11,0.727273
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,3,11,0.272727
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,7,11,0.636364
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,4,11,0.363636
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,10,22,0.454545
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,12,22,0.545455
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,7,16,0.4375
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,9,16,0.5625
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,9,17,0.529412
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,8,17,0.470588
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,6,10,0.6
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,4,10,0.4
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,12,23,0.521739
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,11,23,0.478261
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,9,17,0.529412
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,8,17,0.470588
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,13,25,0.52
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,12,25,0.48
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,14,23,0.608696
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,9,23,0.391304
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,16,25,0.64
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,9,25,0.36
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,10,21,0.47619
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,11,21,0.52381
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,48,85,0.564706
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,37,85,0.435294
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,56,107,0.523364
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,51,107,0.476636
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,37,84,0.440476
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,47,84,0.559524
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,37,69,0.536232
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,32,69,0.463768
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,33,70,0.471429
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,37,70,0.528571
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,36,75,0.48
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,39,75,0.52
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,39,81,0.481481
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,42,81,0.518519
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,43,72,0.597222
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,29,72,0.402778
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,44,82,0.536585
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,38,82,0.463415
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,46,88,0.522727
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,42,88,0.477273
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,40,67,0.597015
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,27,67,0.402985
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,39,78,0.5
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,39,78,0.5
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,205,340,0.602941
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,135,340,0.397059
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,201,369,0.544715
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,168,369,0.455285
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,264,417,0.633094
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,153,417,0.366906
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,84,150,0.56
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,66,150,0.44
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,170,266,0.639098
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,96,266,0.360902
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,266,357,0.745098
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,91,357,0.254902
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,269,409,0.657702
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,140,409,0.342298
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,177,362,0.48895
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,185,362,0.51105
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,189,302,0.625828
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,113,302,0.374172
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,204,316,0.64557
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,112,316,0.35443
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,145,212,0.683962
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,67,212,0.316038
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,150,236,0.635593
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,86,236,0.364407
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,39,77,0.506494
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,38,77,0.493506
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,46,82,0.560976
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,36,82,0.439024
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,41,75,0.546667
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,34,75,0.453333
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,29,52,0.557692
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,23,52,0.442308
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,44,61,0.721311
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,17,61,0.278689
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,49,84,0.583333
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,35,84,0.416667
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,56,88,0.636364
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,32,88,0.363636
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,44,71,0.619718
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,27,71,0.380282
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,53,81,0.654321
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,28,81,0.345679
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,47,83,0.566265
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,36,83,0.433735
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,44,66,0.666667
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,22,66,0.333333
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,37,62,0.596774
Kontich,11024,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,25,62,0.403226
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,67,104,0.644231
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,37,104,0.355769
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,92,147,0.62585
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,55,147,0.37415
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,85,127,0.669291
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,42,127,0.330709
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,29,48,0.604167
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,19,48,0.395833
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,62,108,0.574074
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,46,108,0.425926
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,72,107,0.672897
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,35,107,0.327103
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,66,118,0.559322
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,52,118,0.440678
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,53,69,0.768116
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,16,69,0.231884
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,45,93,0.483871
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,48,93,0.516129
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,55,88,0.625
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,33,88,0.375
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,30,51,0.588235
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,21,51,0.411765
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,41,54,0.759259
Lint,11025,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,13,54,0.240741
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,67,148,0.452703
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,81,148,0.547297
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,55,117,0.470085
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,62,117,0.529915
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,49,101,0.485149
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,52,101,0.514851
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,42,102,0.411765
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,60,102,0.588235
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,48,98,0.489796
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,50,98,0.510204
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,54,109,0.495413
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,55,109,0.504587
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,83,159,0.522013
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,76,159,0.477987
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,56,122,0.459016
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,66,122,0.540984
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,66,126,0.52381
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,60,126,0.47619
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,64,114,0.561404
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,50,114,0.438596
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,66,130,0.507692
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,64,130,0.492308
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,41,93,0.44086
Mortsel,11029,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,52,93,0.55914
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,10,18,0.555556
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,8,18,0.444444
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,9,19,0.473684
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,10,19,0.526316
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,7,13,0.538462
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,6,13,0.461538
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,10,17,0.588235
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,7,17,0.411765
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,4,12,0.333333
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,8,12,0.666667
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,15,26,0.576923
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,11,26,0.423077
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,14,27,0.518519
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,13,27,0.481481
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,15,22,0.681818
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,7,22,0.318182
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,24,38,0.631579
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,14,38,0.368421
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,12,23,0.521739
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,11,23,0.478261
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,5,16,0.3125
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,11,16,0.6875
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,9,14,0.642857
Niel,11030,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,5,14,0.357143
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,159,233,0.682403
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,74,233,0.317597
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,228,307,0.742671
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,79,307,0.257329
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,249,320,0.778125
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,71,320,0.221875
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,69,100,0.69
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,31,100,0.31
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,130,172,0.755814
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,42,172,0.244186
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,240,286,0.839161
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,46,286,0.160839
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,195,244,0.79918
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,49,244,0.20082
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,104,161,0.645963
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,57,161,0.354037
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,136,190,0.715789
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,54,190,0.284211
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,184,264,0.69697
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,80,264,0.30303
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,122,185,0.659459
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,63,185,0.340541
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,148,184,0.804348
Ranst,11035,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,36,184,0.195652
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,17,25,0.68
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,8,25,0.32
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,19,48,0.395833
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,29,48,0.604167
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,13,26,0.5
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,13,26,0.5
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,24,36,0.666667
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,12,36,0.333333
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,10,17,0.588235
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,7,17,0.411765
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,15,33,0.454545
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,18,33,0.545455
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,23,39,0.589744
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,16,39,0.410256
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,29,43,0.674419
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,14,43,0.325581
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,23,49,0.469388
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,26,49,0.530612
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,21,29,0.724138
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,8,29,0.275862
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,21,43,0.488372
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,22,43,0.511628
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,13,24,0.541667
Rumst,11037,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,11,24,0.458333
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,10,16,0.625
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,6,16,0.375
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,10,15,0.666667
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,5,15,0.333333
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,4,16,0.25
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,12,16,0.75
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,6,12,0.5
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,6,12,0.5
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,4,9,0.444444
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,5,9,0.555556
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,6,13,0.461538
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,7,13,0.538462
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,4,9,0.444444
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,5,9,0.555556
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,6,10,0.6
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,4,10,0.4
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,5,12,0.416667
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,7,12,0.583333
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,5,11,0.454545
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,6,11,0.545455
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,2,13,0.153846
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,11,13,0.846154
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,0,3,0.0
Schelle,11038,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,3,3,1.0
Schilde,11039,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,17,48,0.354167
Schilde,11039,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,31,48,0.645833
Schilde,11039,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,36,65,0.553846
