Gemeente,Nis-code,Centrumstad?,Indicator,Geslacht,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar geslacht,Aantal inwoners naar geslacht,Procent
Borsbeek,11007,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,707,5728,0.123429
Borsbeek,11007,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,728,5434,0.133971
Borsbeek,11007,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,752,5792,0.129834
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,1360,18190,0.0747664
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,1276,18948,0.0673422
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,1365,18193,0.0750289
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,1298,18958,0.0684671
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,1441,18340,0.0785714
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,1316,18909,0.0695965
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,1440,18257,0.0788739
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,1338,18926,0.0706964
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,1481,18211,0.0813245
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,1363,18954,0.0719109
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,1488,18187,0.0818167
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,1388,18993,0.0730796
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,1490,18199,0.0818726
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,1401,19083,0.0734161
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,1537,18077,0.0850252
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,1440,19056,0.0755668
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,1575,18087,0.0870791
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,1530,19093,0.0801341
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,1596,17951,0.0889087
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,1606,19063,0.084247
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,1589,17882,0.0888603
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,1617,19067,0.0848062
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,1635,17971,0.0909799
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,1647,19218,0.0857009
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,1645,17990,0.0914397
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,1706,19311,0.0883434
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,1636,17994,0.0909192
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,1636,19292,0.084802
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,1645,18047,0.0911509
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,1690,19455,0.0868671
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,1695,18050,0.0939058
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,1744,19430,0.0897581
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,1783,18142,0.0982802
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,1842,19531,0.0943116
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,1787,18168,0.0983598
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,1819,19624,0.0926926
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,1788,18212,0.098177
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,1811,19638,0.0922192
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,1780,18220,0.0976948
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,1855,19726,0.0940383
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,1844,18352,0.10048
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,1881,19871,0.0946606
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,1808,18328,0.0986469
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,1880,19883,0.0945531
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,1787,18320,0.0975437
Brasschaat,11008,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,1876,19917,0.0941909
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,443,12584,0.0352034
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,323,12507,0.0258255
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,455,12691,0.0358522
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,339,12638,0.0268239
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,468,12756,0.0366886
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,366,12695,0.0288302
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,494,12805,0.0385787
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,377,12802,0.0294485
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,556,12954,0.0429211
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,425,12954,0.0328084
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,595,12999,0.0457728
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,472,13030,0.0362241
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,616,13195,0.0466844
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,496,13269,0.0373804
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,638,13339,0.0478297
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,497,13391,0.0371145
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,676,13537,0.0499372
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,511,13633,0.0374826
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,719,13630,0.0527513
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,545,13776,0.0395616
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,744,13719,0.0542314
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,563,13878,0.0405678
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,743,13767,0.0539696
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,598,14034,0.0426108
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,759,13803,0.054988
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,596,14103,0.0422605
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,742,13873,0.0534852
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,591,14143,0.0417875
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,746,13984,0.0533467
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,612,14190,0.043129
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,757,14033,0.0539443
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,636,14215,0.0447415
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,813,14170,0.0573747
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,688,14364,0.0478975
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,858,14336,0.0598493
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,708,14450,0.0489965
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,906,14424,0.062812
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,747,14586,0.0512135
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,915,14555,0.062865
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,797,14713,0.0541698
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,937,14652,0.0639503
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,806,14802,0.0544521
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,976,14835,0.0657904
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,873,14974,0.0583011
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,1033,15030,0.0687292
Brecht,11009,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,909,15113,0.0601469
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,332,10807,0.0307208
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,276,11446,0.0241132
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,331,10790,0.0306766
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,298,11398,0.0261449
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,321,10706,0.0299832
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,295,11318,0.0260647
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,318,10641,0.0298844
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,295,11323,0.0260532
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,314,10620,0.0295669
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,294,11292,0.0260361
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,330,10608,0.0311086
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,321,11258,0.0285131
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,343,10465,0.0327759
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,340,11203,0.030349
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,395,10423,0.037897
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,377,11193,0.0336818
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,407,10289,0.0395568
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,390,11092,0.0351605
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,447,10220,0.0437378
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,416,11002,0.0378113
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,461,10181,0.0452804
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,440,10990,0.0400364
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,522,10175,0.0513022
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,494,10928,0.045205
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,548,10154,0.0539689
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,541,10910,0.0495875
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,581,10168,0.05714
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,579,10991,0.0526795
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,615,10192,0.0603414
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,621,11059,0.0561534
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,610,10231,0.0596227
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,641,11060,0.0579566
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,690,10369,0.0665445
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,694,11209,0.0619145
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,732,10483,0.0698273
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,761,11352,0.0670366
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,769,10545,0.0729256
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,797,11402,0.0699
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,798,10614,0.0751837
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,849,11449,0.0741549
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,809,10722,0.0754523
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,862,11539,0.0747032
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,807,10734,0.0751817
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,854,11510,0.0741964
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,839,10837,0.07742
Edegem,11013,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,861,11549,0.0745519
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,1253,8156,0.153629
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,1005,8251,0.121803
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,1290,8198,0.157355
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,1047,8284,0.126388
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,1337,8290,0.161279
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,1129,8375,0.134806
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,1406,8354,0.168303
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,1207,8343,0.144672
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,1452,8405,0.172754
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,1240,8386,0.147865
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,1513,8448,0.179096
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,1293,8424,0.15349
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,1580,8505,0.185773
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,1369,8496,0.161135
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,1649,8563,0.192573
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,1479,8580,0.172378
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,1733,8687,0.199493
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,1554,8730,0.178007
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,1837,8794,0.208892
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,1657,8842,0.187401
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,1931,8929,0.216262
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,1715,8868,0.193392
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,1948,8969,0.217193
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,1770,8950,0.197765
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,1960,9042,0.216766
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,1792,9033,0.198384
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,1914,9021,0.212172
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,1791,9045,0.19801
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,1936,9114,0.21242
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,1779,9142,0.194596
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,1979,9179,0.215601
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,1844,9248,0.199394
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,2009,9287,0.216324
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,1861,9328,0.199507
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,2056,9403,0.218654
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,1892,9389,0.201512
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,2125,9536,0.22284
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,1967,9543,0.20612
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,2121,9519,0.222818
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,1930,9519,0.202752
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,2120,9580,0.221294
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,1929,9582,0.201315
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,2079,9577,0.217083
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,1920,9619,0.199605
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,2102,9682,0.217104
Essen,11016,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,1919,9659,0.198675
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,110,4516,0.0243578
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,90,4635,0.0194175
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,104,4482,0.0232039
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,85,4630,0.0183585
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,103,4538,0.0226972
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,78,4687,0.0166418
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,99,4575,0.0216393
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,73,4744,0.0153879
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,105,4648,0.0225904
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,77,4788,0.0160819
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,105,4692,0.0223785
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,86,4858,0.0177028
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,91,4749,0.0191619
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,85,4914,0.0172975
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,115,4820,0.0238589
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,107,4935,0.0216819
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,129,4855,0.0265705
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,129,5011,0.0257434
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,155,4961,0.0312437
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,130,5086,0.0255604
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,171,5022,0.0340502
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,146,5144,0.0283826
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,206,5081,0.0405432
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,169,5237,0.0322704
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,239,5232,0.0456804
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,223,5373,0.0415038
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,246,5299,0.0464239
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,244,5466,0.0446396
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,275,5336,0.0515367
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,264,5530,0.0477396
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,316,5463,0.0578437
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,292,5577,0.0523579
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,335,5548,0.0603821
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,310,5600,0.0553571
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,333,5586,0.0596133
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,315,5647,0.0557818
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,364,5637,0.0645734
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,357,5731,0.0622928
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,417,5768,0.0722954
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,380,5791,0.0656191
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,480,5793,0.0828586
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,420,5841,0.0719055
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,527,5860,0.0899317
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,459,5862,0.0783009
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,516,5891,0.0875912
Hemiksem,11018,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,493,5921,0.083263
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,81,4040,0.0200495
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,84,4266,0.0196906
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,73,4036,0.0180872
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,83,4241,0.0195709
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,76,4024,0.0188867
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,66,4237,0.0155771
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,79,3977,0.0198642
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,66,4185,0.0157706
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,73,3975,0.0183648
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,56,4180,0.0133971
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,74,4000,0.0185
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,62,4177,0.0148432
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,72,4071,0.0176861
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,59,4236,0.0139282
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,71,4056,0.0175049
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,70,4242,0.0165017
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,92,4070,0.0226044
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,78,4253,0.01834
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,97,4024,0.0241054
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,82,4188,0.0195798
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,94,3985,0.0235885
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,77,4214,0.0182724
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,99,3975,0.0249057
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,78,4215,0.0185053
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,91,3950,0.023038
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,84,4249,0.0197694
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,107,3945,0.0271229
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,97,4253,0.0228074
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,98,3945,0.0248416
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,97,4271,0.0227113
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,100,3941,0.0253743
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,96,4252,0.0225776
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,107,3925,0.0272611
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,102,4216,0.0241935
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,132,3952,0.0334008
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,118,4200,0.0280952
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,121,3917,0.030891
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,114,4198,0.0271558
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,121,3892,0.0310894
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,122,4233,0.0288212
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,141,3974,0.0354806
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,137,4303,0.0318383
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,152,3996,0.038038
Hove,11021,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,137,4291,0.0319273
