Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal meerderjarige nieuwkomers naar nationaliteitsgroep,Aantal meerderjarige nieuwkomers,Procent
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,48,123,0.39024
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),58,123,0.47154
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,17,123,0.13821
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,123,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,44,115,0.38261
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),59,115,0.51304
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,12,115,0.10435
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,115,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,53,80,0.6625
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),21,80,0.2625
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,5,80,0.0625
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,1,80,0.0125
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,26,56,0.46429
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),23,56,0.41071
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,7,56,0.125
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,56,0.0
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,8,34,0.23529
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),22,34,0.64706
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,3,34,0.08824
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,1,34,0.02941
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,14,38,0.36842
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),20,38,0.52632
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,3,38,0.07895
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,1,38,0.02632
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,18,52,0.34615
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),28,52,0.53846
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,6,52,0.11538
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,52,0.0
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,12,40,0.3
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),25,40,0.625
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,3,40,0.075
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,40,0.0
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,37,55,0.67273
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),6,55,0.10909
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,10,55,0.18182
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,2,55,0.03636
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,32,56,0.57143
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),10,56,0.17857
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,10,56,0.17857
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,4,56,0.07143
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,28,65,0.43077
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),24,65,0.36923
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,10,65,0.15385
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,3,65,0.04615
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,17,50,0.34
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),21,50,0.42
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,12,50,0.24
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,0,50,0.0
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,25,58,0.43103
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),22,58,0.37931
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,11,58,0.18966
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,58,0.0
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,35,59,0.59322
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),21,59,0.35593
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,3,59,0.05085
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,59,0.0
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,30,52,0.57692
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),17,52,0.32692
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,5,52,0.09615
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,52,0.0
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,82,213,0.38498
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),64,213,0.30047
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,64,213,0.30047
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,3,213,0.01408
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,71,201,0.35323
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),86,201,0.42786
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,43,201,0.21393
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,1,201,0.00498
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,52,135,0.38519
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),59,135,0.43704
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,24,135,0.17778
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,0,135,0.0
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,66,168,0.39286
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),52,168,0.30952
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,50,168,0.29762
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,168,0.0
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,64,157,0.40764
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),40,157,0.25478
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,53,157,0.33758
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,157,0.0
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,68,163,0.41718
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),48,163,0.29448
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,46,163,0.28221
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,1,163,0.00613
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,79,170,0.46471
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),44,170,0.25882
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,44,170,0.25882
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,3,170,0.01765
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,70,172,0.40698
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),55,172,0.31977
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,46,172,0.26744
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,1,172,0.00581
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,70,179,0.39106
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),81,179,0.45251
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,26,179,0.14525
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,2,179,0.01117
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,62,165,0.37576
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),52,165,0.31515
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,51,165,0.30909
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,165,0.0
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,75,170,0.44118
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),53,170,0.31176
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,41,170,0.24118
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,1,170,0.00588
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,50,96,0.52083
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),30,96,0.3125
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,16,96,0.16667
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,96,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,44,114,0.38596
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),36,114,0.31579
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,33,114,0.28947
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,1,114,0.00877
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,24,80,0.3
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),41,80,0.5125
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,15,80,0.1875
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,80,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,15,81,0.18519
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),56,81,0.69136
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,9,81,0.11111
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,1,81,0.01235
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,29,95,0.30526
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),50,95,0.52632
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,16,95,0.16842
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,95,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,17,72,0.23611
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),39,72,0.54167
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,16,72,0.22222
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,72,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,24,86,0.27907
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),35,86,0.40698
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,26,86,0.30233
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,1,86,0.01163
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,54,116,0.46552
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),38,116,0.32759
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,20,116,0.17241
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,4,116,0.03448
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,37,103,0.35922
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),44,103,0.42718
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,22,103,0.21359
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,103,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,51,127,0.40157
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),57,127,0.44882
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,18,127,0.14173
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,1,127,0.00787
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,32,107,0.29907
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),57,107,0.53271
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,18,107,0.16822
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,107,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,21,106,0.19811
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),60,106,0.56604
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,23,106,0.21698
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,2,106,0.01887
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,17,90,0.18889
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),56,90,0.62222
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,17,90,0.18889
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,90,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,67,111,0.6036
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),29,111,0.26126
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,14,111,0.12613
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,1,111,0.00901
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,42,84,0.5
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),28,84,0.33333
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,13,84,0.15476
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,1,84,0.0119
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,34,75,0.45333
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),33,75,0.44
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,8,75,0.10667
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,0,75,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,36,71,0.50704
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),21,71,0.29577
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,14,71,0.19718
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,71,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,41,76,0.53947
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),17,76,0.22368
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,16,76,0.21053
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,2,76,0.02632
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,42,77,0.54545
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),16,77,0.20779
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,16,77,0.20779
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,3,77,0.03896
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,62,102,0.60784
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),25,102,0.2451
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,12,102,0.11765
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,3,102,0.02941
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,52,87,0.5977
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),19,87,0.21839
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,14,87,0.16092
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,2,87,0.02299
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,34,86,0.39535
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),31,86,0.36047
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,19,86,0.22093
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,2,86,0.02326
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,33,81,0.40741
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),43,81,0.53086
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,4,81,0.04938
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,1,81,0.01235
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,39,82,0.47561
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),38,82,0.46341
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,4,82,0.04878
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,1,82,0.0122
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,38,71,0.53521
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),20,71,0.28169
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,13,71,0.1831
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,71,0.0
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,58,251,0.23108
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),19,251,0.0757
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,174,251,0.69323
