Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal meerderjarige nieuwkomers naar doelgroep,Aantal meerderjarige nieuwkomers,Procent
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,37,170,0.21765
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,1,96,0.01042
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,68,96,0.70833
Brasschaat,11008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,27,96,0.28125
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,6,80,0.075
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,54,80,0.675
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,20,80,0.25
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,1,81,0.01235
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,67,81,0.82716
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,13,81,0.16049
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,4,95,0.04211
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,77,95,0.81053
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,14,95,0.14737
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,2,72,0.02778
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,61,72,0.84722
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,9,72,0.125
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,3,86,0.03488
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,74,86,0.86047
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,9,86,0.10465
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,116,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,96,116,0.82759
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,20,116,0.17241
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,2,92,0.02174
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,68,92,0.73913
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,22,92,0.23913
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,127,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,127,0.00787
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,94,127,0.74016
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,32,127,0.25197
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,107,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,5,107,0.04673
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,86,107,0.80374
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,16,107,0.14953
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,106,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,93,106,0.87736
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,13,106,0.12264
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,90,0.0
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,76,90,0.84444
Brecht,11009,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,14,90,0.15556
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,4,84,0.04762
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,46,84,0.54762
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,34,84,0.40476
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,6,75,0.08
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,49,75,0.65333
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,20,75,0.26667
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,2,71,0.02817
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,49,71,0.69014
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,20,71,0.28169
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,11,76,0.14474
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,48,76,0.63158
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,17,76,0.22368
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,2,77,0.02597
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,42,77,0.54545
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,33,77,0.42857
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,2,102,0.01961
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,69,102,0.67647
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,31,102,0.30392
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,86,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,46,86,0.53488
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,40,86,0.46512
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,86,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,2,86,0.02326
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,61,86,0.7093
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,23,86,0.26744
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,81,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,2,81,0.02469
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,57,81,0.7037
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,22,81,0.2716
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,1,82,0.0122
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,57,82,0.69512
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,24,82,0.29268
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,71,0.0
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,45,71,0.6338
Edegem,11013,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,26,71,0.3662
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,186,0.0
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,167,186,0.89785
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,19,186,0.10215
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,165,0.0
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,148,165,0.89697
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,17,165,0.10303
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,1,144,0.00694
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,136,144,0.94444
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,7,144,0.04861
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,4,157,0.02548
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,144,157,0.9172
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,9,157,0.05732
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,144,0.00694
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,140,144,0.97222
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,3,144,0.02083
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,1,213,0.00469
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,193,213,0.9061
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,19,213,0.0892
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,1,195,0.00513
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,174,195,0.89231
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,20,195,0.10256
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,154,0.0
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,129,154,0.83766
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,25,154,0.16234
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,182,0.00549
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,5,182,0.02747
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,151,182,0.82967
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,25,182,0.13736
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,167,0.0
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,156,167,0.93413
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,11,167,0.06587
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,1,146,0.00685
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,118,146,0.80822
Essen,11016,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,27,146,0.18493
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,40,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,21,40,0.525
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,19,40,0.475
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,1,17,0.05882
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,8,17,0.47059
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,8,17,0.47059
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,1,26,0.03846
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,15,26,0.57692
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,10,26,0.38462
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,1,30,0.03333
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,23,30,0.76667
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,6,30,0.2
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,46,0.02174
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,33,46,0.71739
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,12,46,0.26087
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,34,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,19,34,0.55882
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,15,34,0.44118
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,41,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,21,41,0.5122
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,20,41,0.4878
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,58,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,37,58,0.63793
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,21,58,0.36207
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,46,0.02174
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,38,46,0.82609
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,6,46,0.13043
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,40,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,29,40,0.725
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,11,40,0.275
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,34,0.0
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,14,34,0.41176
Hemiksem,11018,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,20,34,0.58824
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,11,0.0
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,2,11,0.18182
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,9,11,0.81818
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,22,0.0
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,11,22,0.5
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,11,22,0.5
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,2,16,0.125
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,11,16,0.6875
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,3,16,0.1875
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,4,17,0.23529
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,10,17,0.58824
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,3,17,0.17647
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,10,0.0
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,7,10,0.7
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,3,10,0.3
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,1,23,0.04348
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,14,23,0.6087
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,8,23,0.34783
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,2,17,0.11765
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,9,17,0.52941
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,6,17,0.35294
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,25,0.0
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,3,25,0.12
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,8,25,0.32
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,14,25,0.56
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,23,0.0
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,2,23,0.08696
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,17,23,0.73913
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,4,23,0.17391
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,25,0.0
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,19,25,0.76
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,6,25,0.24
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,21,0.0
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,15,21,0.71429
Hove,11021,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,6,21,0.28571
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,9,107,0.08411
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,86,107,0.80374
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,12,107,0.11215
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,3,84,0.03571
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,74,84,0.88095
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,7,84,0.08333
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,1,69,0.01449
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,62,69,0.89855
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,6,69,0.08696
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,3,70,0.04286
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,60,70,0.85714
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,7,70,0.1
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,4,75,0.05333
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,63,75,0.84
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,8,75,0.10667
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,1,81,0.01235
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,61,81,0.75309
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,19,81,0.23457
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,72,0.0
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,49,72,0.68056
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,23,72,0.31944
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,82,0.0
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,64,82,0.78049
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,18,82,0.21951
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,88,0.0
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,88,0.01136
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,78,88,0.88636
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,9,88,0.10227
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,67,0.0
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,62,67,0.92537
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,5,67,0.07463
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,78,0.0
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,61,78,0.78205
Kalmthout,11022,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,17,78,0.21795
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,9,369,0.02439
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,58,369,0.15718
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,302,369,0.81843
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,10,417,0.02398
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,340,417,0.81535
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,67,417,0.16067
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,6,150,0.04
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,120,150,0.8
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,24,150,0.16
Kapellen,11023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,5,266,0.0188
