Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een verhoogde tegemoetkoming,Aantal inwoners,Procent
Berlaar,12002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1502,11710,0.128266
Bonheiden,12005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1294,14778,0.0875626
Bonheiden,12005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1328,14769,0.0899181
Bonheiden,12005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1287,14704,0.0875272
Bonheiden,12005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1320,14826,0.0890328
Bonheiden,12005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1337,14951,0.0894255
Bonheiden,12005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1344,15010,0.0895403
Bonheiden,12005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1364,15078,0.0904629
Bonheiden,12005,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1338,15177,0.0881597
Bornem,12007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2074,20858,0.0994343
Bornem,12007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2054,20940,0.0980898
Bornem,12007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2014,21039,0.095727
Bornem,12007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2095,21129,0.0991528
Bornem,12007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2147,21186,0.101341
Bornem,12007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2163,21366,0.101236
Bornem,12007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2194,21353,0.102749
Bornem,12007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2134,21428,0.0995893
Duffel,12009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2087,17119,0.121911
Duffel,12009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2110,17131,0.123169
Duffel,12009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2116,17292,0.122369
Duffel,12009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2221,17302,0.128367
Duffel,12009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2195,17385,0.126258
Duffel,12009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2183,17491,0.124807
Duffel,12009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2143,17664,0.12132
Duffel,12009,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2143,17714,0.120978
Heist-op-den-Berg,12014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,5545,41365,0.134051
Heist-op-den-Berg,12014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,5585,41812,0.133574
Heist-op-den-Berg,12014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,5719,42110,0.135811
Heist-op-den-Berg,12014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,5897,42416,0.139028
Heist-op-den-Berg,12014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,5858,42478,0.137907
Heist-op-den-Berg,12014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,5796,42681,0.135798
Heist-op-den-Berg,12014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,5678,42950,0.1322
Heist-op-den-Berg,12014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,5557,43096,0.128945
Lier,12021,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,4612,34368,0.134195
Lier,12021,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,4831,34652,0.139415
Lier,12021,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,5014,34905,0.143647
Lier,12021,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,5432,35244,0.154126
Lier,12021,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,5544,35712,0.155242
Lier,12021,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,5674,36242,0.156559
Lier,12021,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,5742,36646,0.156688
Lier,12021,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,5586,36923,0.151288
Mechelen,12025,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,14470,83194,0.173931
Mechelen,12025,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,14956,83975,0.178101
Mechelen,12025,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,15374,84523,0.181891
Mechelen,12025,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,16042,85665,0.187264
Mechelen,12025,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,15789,86304,0.182946
Mechelen,12025,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,16173,86616,0.186721
Mechelen,12025,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,15926,86921,0.183224
Mechelen,12025,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,15585,86911,0.179321
Nijlen,12026,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2671,22342,0.119551
Nijlen,12026,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2742,22559,0.121548
Nijlen,12026,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2749,22651,0.121363
Nijlen,12026,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2813,22693,0.123959
Nijlen,12026,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2830,22813,0.124052
Nijlen,12026,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2794,22949,0.121748
Nijlen,12026,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2714,22936,0.118329
Nijlen,12026,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2622,22985,0.114074
Putte,12029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2094,17133,0.12222
Putte,12029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2088,17195,0.121431
Putte,12029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2144,17227,0.124456
Putte,12029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2263,17379,0.130215
Putte,12029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2258,17584,0.128412
Putte,12029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2275,17800,0.127809
Putte,12029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2239,17927,0.124895
Putte,12029,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2174,18109,0.120051
Sint-Katelijne-Waver,12035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2300,20401,0.11274
Sint-Katelijne-Waver,12035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2290,20427,0.112107
Sint-Katelijne-Waver,12035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2314,20609,0.112281
Sint-Katelijne-Waver,12035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2371,20681,0.114646
Sint-Katelijne-Waver,12035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2354,20870,0.112793
Sint-Katelijne-Waver,12035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2344,20792,0.112736
Sint-Katelijne-Waver,12035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2298,21026,0.109293
Sint-Katelijne-Waver,12035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2272,21197,0.107185
Willebroek,12040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3433,25327,0.135547
Willebroek,12040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3613,25446,0.141987
Willebroek,12040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3724,25745,0.144649
Willebroek,12040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,3974,26088,0.152331
Willebroek,12040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,4017,26223,0.153186
Willebroek,12040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,4149,26462,0.156791
Willebroek,12040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,4103,26826,0.152949
Willebroek,12040,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,4022,27081,0.148517
Puurs-Sint-Amands,12041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2685,25213,0.106493
Puurs-Sint-Amands,12041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2728,25338,0.107664
Puurs-Sint-Amands,12041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2765,25331,0.109155
Puurs-Sint-Amands,12041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2971,25602,0.116046
Puurs-Sint-Amands,12041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2988,25932,0.115224
Puurs-Sint-Amands,12041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2984,25882,0.115292
Puurs-Sint-Amands,12041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2980,26142,0.113993
Puurs-Sint-Amands,12041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2810,26208,0.107219
Arendonk,13001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1273,12956,0.0982556
Arendonk,13001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1333,13053,0.102122
Arendonk,13001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1399,13142,0.106453
Arendonk,13001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1439,13261,0.108514
Arendonk,13001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1430,13281,0.107673
Arendonk,13001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1435,13293,0.107952
Arendonk,13001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1446,13290,0.108804
Arendonk,13001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1452,13207,0.109942
Baarle-Hertog,13002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,273,2618,0.104278
Baarle-Hertog,13002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,289,2680,0.107836
Baarle-Hertog,13002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,289,2663,0.108524
Baarle-Hertog,13002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,317,2695,0.117625
Baarle-Hertog,13002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,328,2705,0.121257
Baarle-Hertog,13002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,329,2760,0.119203
Baarle-Hertog,13002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,346,2865,0.120768
Baarle-Hertog,13002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,366,2935,0.124702
Balen,13003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2472,21817,0.113306
Balen,13003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2562,21969,0.116619
Balen,13003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2593,22168,0.11697
Balen,13003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2754,22356,0.123188
Balen,13003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2778,22426,0.123874
Balen,13003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2910,22618,0.128659
Balen,13003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2775,22813,0.121641
Balen,13003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2720,22853,0.119022
Beerse,13004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1660,17550,0.0945869
Beerse,13004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1683,17600,0.095625
Beerse,13004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1725,17829,0.0967525
Beerse,13004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1893,17907,0.105713
Beerse,13004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1908,17931,0.106408
Beerse,13004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1902,18084,0.105176
Beerse,13004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1943,18128,0.107182
Beerse,13004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1854,18194,0.101902
Dessel,13006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1014,9350,0.108449
Dessel,13006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1049,9400,0.111596
Dessel,13006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1061,9420,0.112633
Dessel,13006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1186,9527,0.124488
Dessel,13006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1112,9540,0.116562
Dessel,13006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1108,9598,0.115441
Dessel,13006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1077,9605,0.112129
Dessel,13006,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1053,9659,0.109017
Geel,13008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,4787,38450,0.124499
Geel,13008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,4972,38837,0.128022
Geel,13008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,5059,39225,0.128974
Geel,13008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,5344,39560,0.135086
Geel,13008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,5385,39923,0.134885
Geel,13008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,5509,40353,0.13652
Geel,13008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,5406,40709,0.132796
Geel,13008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,5261,40781,0.129006
Grobbendonk,13010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1124,11095,0.101307
Grobbendonk,13010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1196,11128,0.107477
Grobbendonk,13010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1233,11204,0.11005
Grobbendonk,13010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1329,11237,0.11827
Grobbendonk,13010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1356,11123,0.12191
Grobbendonk,13010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1299,11155,0.11645
Grobbendonk,13010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1256,11172,0.112424
Grobbendonk,13010,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1241,11249,0.110321
Herentals,13011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3634,27637,0.13149
Herentals,13011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3724,27677,0.134552
Herentals,13011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3848,27728,0.138777
Herentals,13011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,4117,27800,0.148094
Herentals,13011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,4254,28117,0.151296
Herentals,13011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,4258,28177,0.151116
Herentals,13011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,4225,28272,0.149441
Herentals,13011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,4034,28194,0.14308
Herenthout,13012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1229,8803,0.139611
Herenthout,13012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1213,8804,0.137778
Herenthout,13012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1231,8806,0.139791
Herenthout,13012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1270,8845,0.143584
Herenthout,13012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1294,8951,0.144565
Herenthout,13012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1284,9061,0.141706
Herenthout,13012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1262,9109,0.138544
Herenthout,13012,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1217,9185,0.132499
Herselt,13013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1705,14439,0.118083
Herselt,13013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1753,14516,0.120763
Herselt,13013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1780,14491,0.122835
Herselt,13013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1817,14408,0.12611
Herselt,13013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1801,14537,0.123891
Herselt,13013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1828,14523,0.125869
Herselt,13013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1857,14521,0.127884
Herselt,13013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1859,14649,0.126903
Hoogstraten,13014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2045,20867,0.0980016
Hoogstraten,13014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2125,21077,0.100821
Hoogstraten,13014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2151,21183,0.101544
Hoogstraten,13014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2220,21300,0.104225
Hoogstraten,13014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2226,21333,0.104345
Hoogstraten,13014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2210,21355,0.103489
Hoogstraten,13014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2182,21424,0.101848
Hoogstraten,13014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2117,21560,0.0981911
Hulshout,13016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1246,10254,0.121514
Hulshout,13016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1264,10268,0.123101
Hulshout,13016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1254,10255,0.122282
Hulshout,13016,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1328,10328,0.128582
