Gemeente,NIS-code,Centrumstad?,Indicator,Soort aangifte,Jaar,Aantal individuele fiscale aangiften met een netto belastbaar inkomen lager dan 10.000 euro en aantal gemeenschappelijke aangiften met een netto belastbaar inkomen lager dan 20.000 euro,Aantal individuele fiscale aangiften en aantal gemeenschappelijke aangiften,Procent
Essen,11016,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,239,4369,0.0547036
Essen,11016,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1247,5932,0.210216
Essen,11016,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,188,4416,0.0425725
Essen,11016,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1102,5857,0.188151
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,305,2165,0.140878
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,701,3648,0.19216
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,301,2187,0.137631
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,739,3717,0.198816
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,262,2228,0.117594
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,726,3724,0.194952
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,204,2256,0.0904255
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,671,3684,0.182139
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,192,2304,0.0833333
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,663,3620,0.183149
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,163,2329,0.0699871
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,688,3730,0.18445
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,170,2375,0.0715789
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,669,3740,0.178877
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,142,2383,0.0595888
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,676,3752,0.180171
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,127,2402,0.0528726
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,691,3893,0.177498
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,114,2425,0.0470103
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,668,3904,0.171107
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,96,2434,0.0394412
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,677,3886,0.174215
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,82,2440,0.0336066
Hemiksem,11018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,638,3947,0.161642
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,177,1918,0.0922836
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,745,2616,0.284786
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,162,1906,0.0849948
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,733,2586,0.283449
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,136,1914,0.0710554
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,706,2567,0.275029
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,115,1911,0.0601779
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,653,2539,0.257188
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,112,1924,0.0582121
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,642,2532,0.253555
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,95,1933,0.0491464
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,647,2528,0.255934
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,92,1891,0.0486515
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,644,2585,0.24913
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,85,1899,0.0447604
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,675,2619,0.257732
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,73,1885,0.0387268
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,678,2653,0.25556
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,62,1895,0.0327177
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,653,2611,0.250096
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,39,1913,0.0203868
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,646,2643,0.244419
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,35,1939,0.0180505
Hove,11021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,541,2547,0.212407
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,687,4051,0.169588
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1471,5649,0.2604
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,640,4092,0.156403
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1479,5769,0.25637
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,572,4094,0.139717
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1418,5802,0.244398
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,479,4144,0.115589
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1295,5644,0.229447
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,415,4144,0.100145
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1276,5691,0.224214
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,396,4181,0.0947142
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1253,5700,0.219825
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,351,4222,0.083136
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1309,5907,0.221601
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,280,4235,0.0661157
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1354,5940,0.227946
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,264,4277,0.0617255
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1323,6071,0.217921
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,241,4318,0.0558129
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1339,6060,0.220957
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,200,4381,0.0456517
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1231,6020,0.204485
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,169,4424,0.0382007
Kalmthout,11022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1135,6039,0.187945
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,709,6072,0.116765
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2284,8964,0.254797
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,647,6090,0.10624
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2287,9047,0.252791
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,586,6085,0.0963024
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2179,9001,0.242084
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,506,6118,0.0827068
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1953,8742,0.223404
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,447,6133,0.0728844
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1937,8779,0.22064
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,429,6177,0.0694512
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1889,8834,0.213833
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,392,6257,0.0626498
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1846,8784,0.210155
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,353,6237,0.0565977
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1841,8842,0.208211
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,299,6239,0.0479243
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1749,8824,0.198209
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,280,6245,0.0448359
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1768,8874,0.199234
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,240,6257,0.038357
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1738,8913,0.194996
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,181,6333,0.0285805
Kapellen,11023,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1634,8862,0.184383
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,548,4606,0.118975
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1618,6708,0.241205
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,499,4615,0.108126
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1826,7010,0.260485
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,462,4638,0.0996119
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1737,7087,0.245097
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,362,4659,0.0776991
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1559,6970,0.223673
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,313,4676,0.0669376
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1547,6948,0.222654
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,293,4712,0.0621817
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1514,6859,0.220732
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,275,4733,0.0581027
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1514,6905,0.219261
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,235,4755,0.0494217
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1555,6942,0.223999
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,227,4812,0.0471737
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1501,6951,0.21594
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,195,4795,0.0406674
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1524,7087,0.215042
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,180,4803,0.0374766
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1498,7090,0.211283
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,143,4829,0.0296128
Kontich,11024,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1334,7037,0.189569
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,211,1914,0.11024
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,767,2684,0.285768
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,200,1952,0.102459
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,798,2773,0.287775
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,156,1959,0.0796325
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,769,2806,0.274056
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,140,1986,0.0704935
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,731,2759,0.264951
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,126,2012,0.0626243
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,713,2789,0.255647
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,108,2016,0.0535714
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,689,2779,0.247931
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,99,2036,0.0486248
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,692,2815,0.245826
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,84,2017,0.041646
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,670,2827,0.237
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,72,2031,0.0354505
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,624,2816,0.221591
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,68,2026,0.0335637
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,633,2835,0.22328
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,63,2032,0.0310039
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,581,2738,0.212199
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,47,2027,0.023187
Lint,11025,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,521,2691,0.193608
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,513,4889,0.104929
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2294,9790,0.234321
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,487,4864,0.100123
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2296,9761,0.235222
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,476,4922,0.0967087
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2173,9788,0.222007
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,398,4924,0.0808286
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1934,9576,0.201963
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,382,4950,0.0771717
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1967,9590,0.205109
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,338,4954,0.0682277
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1905,9704,0.196311
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,323,4994,0.0646776
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1902,9790,0.19428
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,314,4992,0.0629006
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1980,9867,0.200669
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,238,4990,0.0476954
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1969,10039,0.196135
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,221,5065,0.0436328
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1950,10049,0.194049
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,211,5102,0.0413563
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1861,9938,0.187261
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,177,5104,0.0346787
Mortsel,11029,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1681,9822,0.171146
Niel,11030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,283,1935,0.146253
Niel,11030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,669,3418,0.195728
Niel,11030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,268,1938,0.138287
Niel,11030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,672,3527,0.19053
Niel,11030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,235,1953,0.120328
Niel,11030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,652,3477,0.187518
Niel,11030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,172,1948,0.0882957
