Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Weinig (%),Neutraal (%),Veel (%)
 Beveren ,46003,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.47,0.36,0.16
 Bierbeek ,24011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.31,0.44,0.24
 Bierbeek ,24011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.36,0.44,0.2
 Bierbeek ,24011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.31,0.5,0.2
 Bierbeek ,24011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.49,0.41,0.1
 Bierbeek ,24011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.1,0.41,0.49
 Bierbeek ,24011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.12,0.38,0.5
 Bierbeek ,24011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.25,0.45,0.3
 Bierbeek ,24011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.34,0.48,0.18
 Bilzen ,73006,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.41,0.47,0.11
 Bilzen ,73006,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.56,0.33,0.11
 Bilzen ,73006,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.35,0.51,0.14
 Bilzen ,73006,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.66,0.26,0.09
 Bilzen ,73006,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.19,0.47,0.34
 Bilzen ,73006,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.26,0.47,0.27
 Bilzen ,73006,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.48,0.18
 Bilzen ,73006,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.55,0.33,0.12
 Blankenberge ,31004,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.48,0.37,0.15
 Blankenberge ,31004,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.52,0.36,0.12
 Blankenberge ,31004,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.43,0.15
 Blankenberge ,31004,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.59,0.3,0.11
 Blankenberge ,31004,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.27,0.46,0.27
 Blankenberge ,31004,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.29,0.46,0.26
 Blankenberge ,31004,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.35,0.45,0.2
 Blankenberge ,31004,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.39,0.16
 Bocholt ,72003,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.43,0.15
 Bocholt ,72003,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.52,0.4,0.08
 Bocholt ,72003,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.45,0.41,0.14
 Bocholt ,72003,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.34,0.04
 Bocholt ,72003,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.49,0.3
 Bocholt ,72003,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.25,0.52,0.24
 Bocholt ,72003,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.44,0.18
 Bocholt ,72003,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.52,0.39,0.1
 Boechout ,11004,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.38,0.43,0.2
 Boechout ,11004,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.33,0.19
 Boechout ,11004,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.41,0.43,0.16
 Boechout ,11004,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.28,0.11
 Boechout ,11004,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.16,0.42,0.41
 Boechout ,11004,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.15,0.43,0.42
 Boechout ,11004,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.45,0.22
 Boechout ,11004,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.38,0.17
 Bonheiden ,12005,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.34,0.43,0.23
 Bonheiden ,12005,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.37,0.44,0.2
 Bonheiden ,12005,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.34,0.44,0.22
 Bonheiden ,12005,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.45,0.39,0.16
 Bonheiden ,12005,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.15,0.45,0.4
 Bonheiden ,12005,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.15,0.46,0.38
 Bonheiden ,12005,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.29,0.43,0.28
 Bonheiden ,12005,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.35,0.46,0.19
 Boom ,11005,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.35,0.2
 Boom ,11005,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.52,0.33,0.16
 Boom ,11005,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.4,0.18
 Boom ,11005,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.28,0.12
 Boom ,11005,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.3,0.44,0.26
 Boom ,11005,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.29,0.48,0.23
 Boom ,11005,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.37,0.25
 Boom ,11005,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.34,0.17
 Boortmeerbeek ,24014,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.37,0.43,0.2
 Boortmeerbeek ,24014,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.47,0.37,0.16
 Boortmeerbeek ,24014,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.36,0.48,0.16
 Boortmeerbeek ,24014,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.31,0.1
 Boortmeerbeek ,24014,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.46,0.33
 Boortmeerbeek ,24014,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.29,0.47,0.24
 Boortmeerbeek ,24014,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.29,0.47,0.24
 Boortmeerbeek ,24014,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.39,0.16
 Borgloon ,73009,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.41,0.16
 Borgloon ,73009,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.57,0.3,0.13
 Borgloon ,73009,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.46,0.15
 Borgloon ,73009,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.27,0.09
 Borgloon ,73009,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.27,0.47,0.25
 Borgloon ,73009,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.31,0.47,0.22
 Borgloon ,73009,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.42,0.2
 Borgloon ,73009,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.54,0.33,0.13
 Bornem ,12007,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.47,0.37,0.16
 Bornem ,12007,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.55,0.35,0.1
 Bornem ,12007,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.4,0.17
 Bornem ,12007,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.3,0.07
 Bornem ,12007,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.17,0.43,0.41
 Bornem ,12007,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.26,0.54,0.2
 Bornem ,12007,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.46,0.2
 Bornem ,12007,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.39,0.12
 Borsbeek ,11007,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.43,0.15
 Borsbeek ,11007,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.45,0.41,0.14
 Borsbeek ,11007,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.44,0.14
 Borsbeek ,11007,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.55,0.33,0.12
 Borsbeek ,11007,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.12,0.4,0.48
 Borsbeek ,11007,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.47,0.33
 Borsbeek ,11007,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.43,0.24
 Borsbeek ,11007,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.42,0.41,0.18
 Boutersem ,24016,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.39,0.43,0.19
 Boutersem ,24016,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.36,0.15
 Boutersem ,24016,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.44,0.17
 Boutersem ,24016,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.63,0.31,0.06
 Boutersem ,24016,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.48,0.34
 Boutersem ,24016,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.24,0.52,0.24
 Boutersem ,24016,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.43,0.23
 Boutersem ,24016,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.38,0.14
 Brakel ,45059,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.44,0.38,0.18
 Brakel ,45059,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.38,0.12
 Brakel ,45059,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.41,0.42,0.17
 Brakel ,45059,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.56,0.36,0.08
 Brakel ,45059,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.24,0.47,0.29
 Brakel ,45059,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.24,0.45,0.31
 Brakel ,45059,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.46,0.18
 Brakel ,45059,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.51,0.37,0.12
 Brasschaat ,11008,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.37,0.46,0.17
 Brasschaat ,11008,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.46,0.39,0.14
 Brasschaat ,11008,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.33,0.5,0.17
 Brasschaat ,11008,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.59,0.32,0.09
 Brasschaat ,11008,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.1,0.5,0.39
 Brasschaat ,11008,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.23,0.44,0.32
 Brasschaat ,11008,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.25,0.48,0.27
 Brasschaat ,11008,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.38,0.18
 Brecht ,11009,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.47,0.41,0.12
 Brecht ,11009,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.52,0.4,0.08
 Brecht ,11009,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.51,0.09
 Brecht ,11009,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.66,0.29,0.05
 Brecht ,11009,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.17,0.51,0.32
 Brecht ,11009,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.18,0.56,0.26
 Brecht ,11009,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.35,0.47,0.18
 Brecht ,11009,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.53,0.36,0.11
 Bredene ,35002,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.43,0.14
 Bredene ,35002,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.55,0.35,0.1
 Bredene ,35002,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.46,0.12
 Bredene ,35002,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.28,0.08
 Bredene ,35002,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.11,0.36,0.53
 Bredene ,35002,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.17,0.4,0.43
 Bredene ,35002,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.37,0.47,0.16
 Bredene ,35002,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.37,0.13
 Bree ,72004,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.43,0.14
 Bree ,72004,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.48,0.39,0.13
 Bree ,72004,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.41,0.44,0.15
 Bree ,72004,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.29,0.12
 Bree ,72004,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.26,0.46,0.27
 Bree ,72004,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.19,0.47,0.34
 Bree ,72004,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.44,0.2
 Bree ,72004,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.46,0.35,0.19
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.43,0.39,0.18
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2008,0.45,0.42,0.13
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2011,0.53,0.38,0.09
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2014,0.37,0.45,0.18
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.46,0.14
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.56,0.32,0.12
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2008,0.13,0.46,0.4
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2011,0.14,0.45,0.4
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2014,0.18,0.46,0.36
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.23,0.5,0.27
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.13,0.38,0.49
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2008,0.26,0.44,0.3
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2011,0.31,0.45,0.23
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2014,0.27,0.48,0.25
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.48,0.19
 Brugge ,31005,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.39,0.16
 Buggenhout ,42004,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.42,0.18
 Buggenhout ,42004,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.48,0.4,0.12
 Buggenhout ,42004,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.44,0.16
 Buggenhout ,42004,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.58,0.34,0.08
 Buggenhout ,42004,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.2,0.44,0.36
 Buggenhout ,42004,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.25,0.44,0.31
 Buggenhout ,42004,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.31,0.45,0.24
 Buggenhout ,42004,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.38,0.18
 Damme ,31006,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.5,0.37,0.13
 Damme ,31006,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.55,0.32,0.13
 Damme ,31006,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.46,0.42,0.12
 Damme ,31006,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.65,0.27,0.08
 Damme ,31006,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.16,0.46,0.38
 Damme ,31006,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.25,0.41,0.34
 Damme ,31006,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.37,0.44,0.19
 Damme ,31006,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.51,0.35,0.14
 De Haan ,35029,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.44,0.39,0.17
 De Haan ,35029,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.51,0.33,0.16
 De Haan ,35029,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.38,0.45,0.16
 De Haan ,35029,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.59,0.29,0.11
 De Haan ,35029,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.44,0.35
 De Haan ,35029,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.41,0.39
 De Haan ,35029,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.47,0.19
 De Haan ,35029,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.42,0.38,0.2
 De Panne ,38008,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.47,0.38,0.15
 De Panne ,38008,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.53,0.34,0.13
 De Panne ,38008,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.44,0.41,0.15
 De Panne ,38008,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.28,0.12
 De Panne ,38008,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.24,0.42,0.34
 De Panne ,38008,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.14,0.38,0.48
 De Panne ,38008,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.41,0.23
 De Panne ,38008,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.38,0.18
 De Pinte ,44012,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.24,0.49,0.26
 De Pinte ,44012,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.39,0.4,0.22
 De Pinte ,44012,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.27,0.52,0.21
 De Pinte ,44012,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.52,0.33,0.15
 De Pinte ,44012,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.07,0.45,0.48
 De Pinte ,44012,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.11,0.4,0.5
 De Pinte ,44012,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.22,0.5,0.28
 De Pinte ,44012,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.39,0.39,0.22
 Deerlijk ,34009,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.39,0.47,0.14
 Deerlijk ,34009,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.53,0.35,0.12
 Deerlijk ,34009,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.43,0.44,0.12
 Deerlijk ,34009,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.63,0.29,0.08
 Deerlijk ,34009,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.22,0.41,0.37
 Deerlijk ,34009,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.45,0.34
 Deerlijk ,34009,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.45,0.2
 Deerlijk ,34009,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.4,0.14
 Deinze ,44011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.39,0.43,0.18
 Deinze ,44083,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.44,0.42,0.14
 Deinze ,44011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.37,0.47,0.16
 Deinze ,44083,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.55,0.35,0.09
 Deinze ,44011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.49,0.33
 Deinze ,44083,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.22,0.46,0.33
 Deinze ,44011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.3,0.49,0.21
 Deinze ,44083,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.42,0.14
 Denderleeuw ,41011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.41,0.37,0.22
 Denderleeuw ,41011,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.46,0.39,0.15
 Denderleeuw ,41011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.34,0.45,0.21
 Denderleeuw ,41011,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.56,0.29,0.15
 Denderleeuw ,41011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.37,0.42,0.21
 Denderleeuw ,41011,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.37,0.41,0.22
 Denderleeuw ,41011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.28,0.48,0.23
 Denderleeuw ,41011,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.36,0.2
 Dendermonde ,42006,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.46,0.14
 Dendermonde ,42006,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.48,0.36,0.16
 Dendermonde ,42006,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.48,0.13
 Dendermonde ,42006,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.56,0.34,0.1
 Dendermonde ,42006,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.48,0.31
 Dendermonde ,42006,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.23,0.43,0.34
 Dendermonde ,42006,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.47,0.19
