Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Mesen ,33016,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.16,0.21,0.63
 Meulebeke ,37007,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.16,0.23,0.61
 Meulebeke ,37007,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.27,0.29,0.44
 Meulebeke ,37007,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.16,0.23,0.61
 Meulebeke ,37007,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.34,0.3,0.36
 Middelkerke ,35011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.29,0.25,0.45
 Middelkerke ,35011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.31,0.54
 Middelkerke ,35011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.32,0.18,0.5
 Middelkerke ,35011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.25,0.54
 Moerbeke ,44045,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.25,0.48
 Moerbeke ,44045,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.32,0.32,0.36
 Moerbeke ,44045,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.27,0.43
 Moerbeke ,44045,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.36,0.29,0.35
 Mol ,13025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.3,0.5
 Mol ,13025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.13,0.28,0.6
 Mol ,13025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.29,0.49
 Mol ,13025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.18,0.23,0.59
 Moorslede ,36012,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.31,0.49
 Moorslede ,36012,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.33,0.42
 Moorslede ,36012,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.21,0.28,0.51
 Moorslede ,36012,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.32,0.42
 Mortsel ,11029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.31,0.45
 Mortsel ,11029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.27,0.32,0.41
 Mortsel ,11029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.28,0.5
 Mortsel ,11029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.31,0.34,0.35
 Nazareth ,44048,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.26,0.54
 Nazareth ,44048,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.24,0.56
 Nazareth ,44048,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.19,0.24,0.57
 Nazareth ,44048,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.15,0.27,0.57
 Neerpelt ,72025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.29,0.54
 Neerpelt ,72025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.19,0.23,0.58
 Nevele ,44049,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.28,0.46
 Nevele ,44049,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.29,0.45
 Niel ,11030,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.16,0.28,0.56
 Niel ,11030,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.31,0.37,0.32
 Niel ,11030,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.24,0.59
 Niel ,11030,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.36,0.26,0.38
 Nieuwerkerken ,71045,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.26,0.56
 Nieuwerkerken ,71045,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.28,0.5
 Nieuwerkerken ,71045,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.24,0.54
 Nieuwerkerken ,71045,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.28,0.47
 Nieuwpoort ,38016,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.11,0.17,0.72
 Nieuwpoort ,38016,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.3,0.52
 Nieuwpoort ,38016,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.13,0.2,0.68
 Nieuwpoort ,38016,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.27,0.51
 Nijlen ,12026,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.23,0.33,0.44
 Nijlen ,12026,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.35,0.42
 Nijlen ,12026,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.26,0.46
 Nijlen ,12026,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.27,0.33,0.4
 Ninove ,41048,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.34,0.39
 Ninove ,41048,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.28,0.3,0.42
 Ninove ,41048,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.39,0.26,0.36
 Ninove ,41048,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.32,0.32,0.36
 Olen ,13029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.15,0.22,0.64
 Olen ,13029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.26,0.57
 Olen ,13029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.1,0.2,0.69
 Olen ,13029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.19,0.24,0.57
 Oostende ,35013,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.35,0.45
 Oostende ,35013,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.35,0.4
 Oostende ,35013,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2008,0.19,0.23,0.58
 Oostende ,35013,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2011,0.21,0.24,0.55
 Oostende ,35013,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2014,0.28,0.27,0.44
 Oostende ,35013,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.31,0.46
 Oostende ,35013,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.31,0.31,0.39
 Oosterzele ,44052,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.29,0.26,0.45
 Oosterzele ,44052,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.28,0.29,0.43
 Oosterzele ,44052,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.27,0.46
 Oosterzele ,44052,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.28,0.39
 Oostkamp ,31022,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.16,0.34,0.5
 Oostkamp ,31022,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.1,0.27,0.63
 Oostkamp ,31022,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.24,0.59
 Oostkamp ,31022,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.11,0.22,0.67
 Oostrozebeke ,37010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.31,0.32,0.38
 Oostrozebeke ,37010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.32,0.43
 Oostrozebeke ,37010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.38,0.23,0.39
 Oostrozebeke ,37010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.26,0.48
 Opglabbeek ,71047,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.14,0.28,0.59
 Opglabbeek ,71047,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.21,0.62
 Opwijk ,23060,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.31,0.48
 Opwijk ,23060,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.32,0.49
 Opwijk ,23060,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.25,0.51
 Opwijk ,23060,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.27,0.48
 Oudenaarde ,45035,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.33,0.42
 Oudenaarde ,45035,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.26,0.35,0.38
 Oudenaarde ,45035,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.24,0.45
 Oudenaarde ,45035,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.29,0.43
 Oudenburg ,35014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.29,0.44
 Oudenburg ,35014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.16,0.27,0.57
 Oudenburg ,35014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.36,0.29,0.35
 Oudenburg ,35014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.2,0.24,0.56
 Oud-Heverlee ,24086,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.27,0.47
 Oud-Heverlee ,24086,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.33,0.42
 Oud-Heverlee ,24086,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.28,0.45
 Oud-Heverlee ,24086,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.26,0.51
 Oudsbergen ,72042,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.26,0.49
 Oudsbergen ,72042,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.23,0.51
 Oud-Turnhout ,13031,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.29,0.53
 Oud-Turnhout ,13031,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.35,0.48
 Oud-Turnhout ,13031,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.26,0.57
 Oud-Turnhout ,13031,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.35,0.41
 Overijse ,23062,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.23,0.3,0.47
 Overijse ,23062,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.27,0.28,0.45
 Overijse ,23062,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.27,0.44
 Overijse ,23062,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.3,0.47
 Overpelt ,72029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.32,0.5
 Overpelt ,72029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.27,0.5
 Peer ,72030,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.22,0.58
 Peer ,72030,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.16,0.36,0.48
 Peer ,72030,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.15,0.18,0.67
 Peer ,72030,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.15,0.26,0.59
 Pelt ,72043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.16,0.33,0.51
 Pelt ,72043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.29,0.47
 Pepingen ,23064,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.34,0.27,0.39
 Pepingen ,23064,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.28,0.23,0.49
 Pepingen ,23064,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.34,0.27,0.39
 Pepingen ,23064,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.26,0.47
 Pittem ,37011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.27,0.51
 Pittem ,37011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.3,0.51
 Pittem ,37011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.28,0.49
 Pittem ,37011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.28,0.5
 Poperinge ,33021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.26,0.55
 Poperinge ,33021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.16,0.26,0.58
 Poperinge ,33021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.21,0.62
 Poperinge ,33021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.14,0.24,0.61
 Putte ,12029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.38,0.26,0.36
 Putte ,12029,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.28,0.34,0.38
 Putte ,12029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.36,0.29,0.36
 Putte ,12029,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.43,0.26,0.31
 Puurs ,12030,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.25,0.56
 Puurs ,12030,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.23,0.55
 Puurs - Sint-Amands ,12041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.26,0.28,0.46
 Puurs - Sint-Amands ,12041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.26,0.46
 Ranst ,11035,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.3,0.28,0.42
 Ranst ,11035,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.37,0.39
 Ranst ,11035,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.31,0.28,0.41
 Ranst ,11035,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.35,0.34,0.32
 Ravels ,13035,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.12,0.35,0.53
 Ravels ,13035,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.23,0.57
 Ravels ,13035,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.3,0.49
 Ravels ,13035,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.27,0.23,0.5
 Retie ,13036,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.13,0.24,0.63
 Retie ,13036,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.32,0.56
 Retie ,13036,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.11,0.26,0.62
 Retie ,13036,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.17,0.28,0.55
 Riemst ,73066,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.23,0.58
 Riemst ,73066,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.27,0.48
 Riemst ,73066,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.21,0.61
 Riemst ,73066,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.27,0.5
 Rijkevorsel ,13037,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.3,0.52
 Rijkevorsel ,13037,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.25,0.59
 Rijkevorsel ,13037,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.15,0.23,0.62
 Rijkevorsel ,13037,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.17,0.25,0.59
 Roeselare ,36015,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.38,0.43
 Roeselare ,36015,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.28,0.55
 Roeselare ,36015,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2008,0.37,0.29,0.34
 Roeselare ,36015,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2011,0.27,0.33,0.4
 Roeselare ,36015,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2014,0.4,0.3,0.3
 Roeselare ,36015,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.29,0.43
 Roeselare ,36015,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.2,0.26,0.54
 Ronse ,45041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.31,0.45
 Ronse ,45041,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.3,0.47
 Ronse ,45041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.25,0.47
 Ronse ,45041,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.29,0.38
 Roosdaal ,23097,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.31,0.24,0.45
 Roosdaal ,23097,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.34,0.45
 Roosdaal ,23097,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.37,0.27,0.36
 Roosdaal ,23097,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.31,0.32,0.37
 Rotselaar ,24094,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.31,0.3,0.4
 Rotselaar ,24094,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.29,0.5
 Rotselaar ,24094,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.31,0.4
 Rotselaar ,24094,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.34,0.44
 Ruiselede ,37012,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.24,0.54
 Ruiselede ,37012,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.22,0.62
 Ruiselede ,37012,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.21,0.28,0.5
 Ruiselede ,37012,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.28,0.5
 Rumst ,11037,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.31,0.28,0.41
 Rumst ,11037,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.32,0.43
 Rumst ,11037,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.19,0.25,0.56
 Rumst ,11037,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.32,0.47
 Schelle ,11038,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.26,0.53
 Schelle ,11038,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.24,0.52
 Schelle ,11038,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.26,0.51
 Schelle ,11038,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.31,0.25,0.44
 Scherpenheuvel-Zichem ,24134,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.37,0.26,0.37
 Scherpenheuvel-Zichem ,24134,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.34,0.31,0.35
 Scherpenheuvel-Zichem ,24134,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.43,0.28,0.29
 Scherpenheuvel-Zichem ,24134,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.44,0.31,0.26
 Schilde ,11039,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.24,0.32,0.43
 Schilde ,11039,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.27,0.31,0.41
 Schilde ,11039,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.3,0.29,0.41
 Schilde ,11039,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.35,0.29,0.36
 Schoten ,11040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.29,0.5
 Schoten ,11040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.34,0.46
 Schoten ,11040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.3,0.46
